Year;Month;Day;Observer;Location;Site;Transect;Quad;Macro Height (cm);Turf Height (mm)
2018;September;4;MM;St Maarten;Mikes Mazes;1;5;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;1;5;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;1;5;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;2;1;1;4
2018;September;4;MM;St Maarten;Mikes Mazes;2;1;1;7
2018;September;4;MM;St Maarten;Mikes Mazes;2;1;1.5;7
2018;September;4;MM;St Maarten;Mikes Mazes;2;1;1;8
2018;September;4;MM;St Maarten;Mikes Mazes;2;2;1.5;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;2;0.5;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;2;1;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;2;1;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;3;1;2
2018;September;4;MM;St Maarten;Mikes Mazes;2;3;1;7
2018;September;4;MM;St Maarten;Mikes Mazes;2;3;1;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;3;2;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;4;2;1
2018;September;4;MM;St Maarten;Mikes Mazes;2;4;2;1
2018;September;4;MM;St Maarten;Mikes Mazes;2;4;1.5;2
2018;September;4;MM;St Maarten;Mikes Mazes;2;4;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;2;5;1.5;2
2018;September;4;MM;St Maarten;Mikes Mazes;2;5;2;3
2018;September;4;MM;St Maarten;Mikes Mazes;2;5;0.5;5
2018;September;4;MM;St Maarten;Mikes Mazes;2;5;1;5
2018;September;4;MM;St Maarten;Mikes Mazes;3;1;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;1;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;1;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;1;1;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;2;0;1
2018;September;4;MM;St Maarten;Mikes Mazes;3;2;0;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;2;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;2;0;1
2018;September;4;MM;St Maarten;Mikes Mazes;3;3;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;3;0;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;3;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;3;0.5;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;4;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;4;0;1
2018;September;4;MM;St Maarten;Mikes Mazes;3;4;0;2
2018;September;4;MM;St Maarten;Mikes Mazes;3;4;0;1
2018;September;4;MM;St Maarten;Mikes Mazes;3;5;0;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;5;0;3
2018;September;4;MM;St Maarten;Mikes Mazes;3;5;0.5;5
2018;September;4;MM;St Maarten;Mikes Mazes;3;5;1;3
2018;September;4;MM;St Maarten;Moonscape;1;1;4;9
2018;September;4;MM;St Maarten;Moonscape;1;1;3;7
2018;September;4;MM;St Maarten;Moonscape;1;1;7;2
2018;September;4;MM;St Maarten;Moonscape;1;1;6;3
2018;September;4;MM;St Maarten;Moonscape;1;2;2;10
2018;September;4;MM;St Maarten;Moonscape;1;2;2;7
2018;September;4;MM;St Maarten;Moonscape;1;2;3;10
2018;September;4;MM;St Maarten;Moonscape;1;2;4;10
2018;September;4;MM;St Maarten;Moonscape;1;3;2.5;4
2018;September;4;MM;St Maarten;Moonscape;1;3;1.5;8
2018;September;4;MM;St Maarten;Moonscape;1;3;3;7
2018;September;4;MM;St Maarten;Moonscape;1;3;4;5
2018;September;4;MM;St Maarten;Moonscape;1;4;3;5
2018;September;4;MM;St Maarten;Moonscape;1;4;0;5
2018;September;4;MM;St Maarten;Moonscape;1;4;0;0
2018;September;4;MM;St Maarten;Moonscape;1;4;3;10
2018;September;4;MM;St Maarten;Moonscape;1;5;2;7
2018;September;4;MM;St Maarten;Moonscape;1;5;3;7
2018;September;4;MM;St Maarten;Moonscape;1;5;1.5;6
2018;September;4;MM;St Maarten;Moonscape;1;5;1;8
2018;September;4;MM;St Maarten;Moonscape;2;1;2.5;2
2018;September;4;MM;St Maarten;Moonscape;2;1;1;3
2018;September;4;MM;St Maarten;Moonscape;2;1;2;5
2018;September;4;MM;St Maarten;Moonscape;2;1;1;7
2018;September;4;MM;St Maarten;Moonscape;2;2;3;8
2018;September;4;MM;St Maarten;Moonscape;2;2;1;10
2018;September;4;MM;St Maarten;Moonscape;2;2;7;5
2018;September;4;MM;St Maarten;Moonscape;2;2;3;7
2018;September;4;MM;St Maarten;Moonscape;2;3;3;8
2018;September;4;MM;St Maarten;Moonscape;2;3;4;5
2018;September;4;MM;St Maarten;Moonscape;2;3;3;2
2018;September;4;MM;St Maarten;Moonscape;2;3;3;8
2018;September;4;MM;St Maarten;Moonscape;2;4;4;8
2018;September;4;MM;St Maarten;Moonscape;2;4;3;12
2018;September;4;MM;St Maarten;Moonscape;2;4;3;5
2018;September;4;MM;St Maarten;Moonscape;2;4;5;5
2018;September;4;MM;St Maarten;Moonscape;2;5;0;8
2018;September;4;MM;St Maarten;Moonscape;2;5;0;0
2018;September;4;MM;St Maarten;Moonscape;2;5;3;15
2018;September;4;MM;St Maarten;Moonscape;2;5;2;15
2018;September;4;MM;St Maarten;Moonscape;3;1;1.5;5
2018;September;4;MM;St Maarten;Moonscape;3;1;1;7
2018;September;4;MM;St Maarten;Moonscape;3;1;0.5;15
2018;September;4;MM;St Maarten;Moonscape;3;1;3;5
2018;September;4;MM;St Maarten;Moonscape;3;2;0.5;7
2018;September;4;MM;St Maarten;Moonscape;3;2;0.5;7
2018;September;4;MM;St Maarten;Moonscape;3;2;0;8
2018;September;4;MM;St Maarten;Moonscape;3;2;0.5;5
2018;September;4;MM;St Maarten;Moonscape;3;3;1;15
2018;September;4;MM;St Maarten;Moonscape;3;3;1;12
2018;September;4;MM;St Maarten;Moonscape;3;3;1;10
2018;September;4;MM;St Maarten;Moonscape;3;3;1;10
2018;September;4;MM;St Maarten;Moonscape;3;4;3.5;8
2018;September;4;MM;St Maarten;Moonscape;3;4;2;7
2018;September;4;MM;St Maarten;Moonscape;3;4;2;7
2018;September;4;MM;St Maarten;Moonscape;3;4;2;10
2018;September;4;MM;St Maarten;Moonscape;3;5;2;7
2018;September;4;MM;St Maarten;Moonscape;3;5;3;12
2018;September;4;MM;St Maarten;Moonscape;3;5;1;11
2018;September;4;MM;St Maarten;Moonscape;3;5;1;7
2018;September;5;MM;St Maarten;Shark Hotel;1;1;1;3
2018;September;5;MM;St Maarten;Shark Hotel;1;1;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;1;1;3;5
2018;September;5;MM;St Maarten;Shark Hotel;1;1;1;2
2018;September;5;MM;St Maarten;Shark Hotel;1;2;0;6
2018;September;5;MM;St Maarten;Shark Hotel;1;2;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;1;2;1;7
2018;September;5;MM;St Maarten;Shark Hotel;1;2;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;1;3;1;3
2018;September;5;MM;St Maarten;Shark Hotel;1;3;1.5;4
2018;September;5;MM;St Maarten;Shark Hotel;1;3;1;2
2018;September;5;MM;St Maarten;Shark Hotel;1;3;0.5;2
2018;September;5;MM;St Maarten;Shark Hotel;1;4;1;5
2018;September;5;MM;St Maarten;Shark Hotel;1;4;1;7
2018;September;5;MM;St Maarten;Shark Hotel;1;4;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;1;4;1.5;7
2018;September;5;MM;St Maarten;Shark Hotel;1;5;0.5;2
2018;September;5;MM;St Maarten;Shark Hotel;1;5;1;3
2018;September;5;MM;St Maarten;Shark Hotel;1;5;0.5;2
2018;September;5;MM;St Maarten;Shark Hotel;1;5;1;3
2018;September;5;MM;St Maarten;Shark Hotel;2;1;1;2
2018;September;5;MM;St Maarten;Shark Hotel;2;1;1;3
2018;September;5;MM;St Maarten;Shark Hotel;2;1;2.5;5
2018;September;5;MM;St Maarten;Shark Hotel;2;1;2;3
2018;September;5;MM;St Maarten;Shark Hotel;2;2;1;7
2018;September;5;MM;St Maarten;Shark Hotel;2;2;1;6
2018;September;5;MM;St Maarten;Shark Hotel;2;2;1;9
2018;September;5;MM;St Maarten;Shark Hotel;2;2;1.5;5
2018;September;5;MM;St Maarten;Shark Hotel;2;3;1;5
2018;September;5;MM;St Maarten;Shark Hotel;2;3;2;2
2018;September;5;MM;St Maarten;Shark Hotel;2;3;1;5
2018;September;5;MM;St Maarten;Shark Hotel;2;3;1;2
2018;September;5;MM;St Maarten;Shark Hotel;2;4;1.5;5
2018;September;5;MM;St Maarten;Shark Hotel;2;4;3;5
2018;September;5;MM;St Maarten;Shark Hotel;2;4;2;5
2018;September;5;MM;St Maarten;Shark Hotel;2;4;0;0
2018;September;5;MM;St Maarten;Shark Hotel;2;5;1.5;3
2018;September;5;MM;St Maarten;Shark Hotel;2;5;0.5;3
2018;September;5;MM;St Maarten;Shark Hotel;2;5;2;3
2018;September;5;MM;St Maarten;Shark Hotel;2;5;1;3
2018;September;5;MM;St Maarten;Shark Hotel;3;1;1;5
2018;September;5;MM;St Maarten;Shark Hotel;3;1;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;3;1;0.5;7
2018;September;5;MM;St Maarten;Shark Hotel;3;1;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;3;2;0;2
2018;September;5;MM;St Maarten;Shark Hotel;3;2;0;2
2018;September;5;MM;St Maarten;Shark Hotel;3;2;0.5;5
2018;September;5;MM;St Maarten;Shark Hotel;3;2;1;5
2018;September;5;MM;St Maarten;Shark Hotel;3;3;0;7
2018;September;5;MM;St Maarten;Shark Hotel;3;3;0;6
2018;September;5;MM;St Maarten;Shark Hotel;3;3;2;2
2018;September;5;MM;St Maarten;Shark Hotel;3;3;2;4
2018;September;5;MM;St Maarten;Shark Hotel;3;4;1;7
2018;September;5;MM;St Maarten;Shark Hotel;3;4;1;5
2018;September;5;MM;St Maarten;Shark Hotel;3;4;2;2
2018;September;5;MM;St Maarten;Shark Hotel;3;4;1;5
2018;September;5;MM;St Maarten;Shark Hotel;3;5;0;5
2018;September;5;MM;St Maarten;Shark Hotel;3;5;0;5
2018;September;5;MM;St Maarten;Shark Hotel;3;5;1;6
2018;September;5;MM;St Maarten;Shark Hotel;3;5;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;1;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;1;1;5
2018;September;9;MM;St Maarten;Fish Bowl;1;1;1;10
2018;September;9;MM;St Maarten;Fish Bowl;1;1;0;5
2018;September;9;MM;St Maarten;Fish Bowl;1;2;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;2;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;2;2;2
2018;September;9;MM;St Maarten;Fish Bowl;1;2;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;3;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;3;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;3;1;5
2018;September;9;MM;St Maarten;Fish Bowl;1;3;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;4;1;3
2018;September;9;MM;St Maarten;Fish Bowl;1;4;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;4;0.5;3
2018;September;9;MM;St Maarten;Fish Bowl;1;4;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;5;1;4
2018;September;9;MM;St Maarten;Fish Bowl;1;5;0.5;3
2018;September;9;MM;St Maarten;Fish Bowl;1;5;1;2
2018;September;9;MM;St Maarten;Fish Bowl;1;5;0.5;3
2018;September;9;MM;St Maarten;Fish Bowl;2;1;3;7
2018;September;9;MM;St Maarten;Fish Bowl;2;1;2;6
2018;September;9;MM;St Maarten;Fish Bowl;2;1;1;7
2018;September;9;MM;St Maarten;Fish Bowl;2;1;0;5
2018;September;9;MM;St Maarten;Fish Bowl;2;2;1;3
2018;September;9;MM;St Maarten;Fish Bowl;2;2;2;2
2018;September;9;MM;St Maarten;Fish Bowl;2;2;1;2
2018;September;9;MM;St Maarten;Fish Bowl;2;2;2;3
2018;September;9;MM;St Maarten;Fish Bowl;2;3;1;2
2018;September;9;MM;St Maarten;Fish Bowl;2;3;1;2
2018;September;9;MM;St Maarten;Fish Bowl;2;3;0;3
2018;September;9;MM;St Maarten;Fish Bowl;2;3;1;2
2018;September;9;MM;St Maarten;Fish Bowl;2;4;1;3
2018;September;9;MM;St Maarten;Fish Bowl;2;4;1;4
2018;September;9;MM;St Maarten;Fish Bowl;2;4;2;3
2018;September;9;MM;St Maarten;Fish Bowl;2;4;1;4
2018;September;9;MM;St Maarten;Fish Bowl;2;5;0.5;2
2018;September;9;MM;St Maarten;Fish Bowl;2;5;1;3
2018;September;9;MM;St Maarten;Fish Bowl;2;5;2;3
2018;September;9;MM;St Maarten;Fish Bowl;2;5;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;1;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;1;2;5
2018;September;9;MM;St Maarten;Fish Bowl;3;1;2;5
2018;September;9;MM;St Maarten;Fish Bowl;3;1;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;2;1;3
2018;September;9;MM;St Maarten;Fish Bowl;3;2;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;2;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;2;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;3;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;3;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;3;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;3;1;7
2018;September;9;MM;St Maarten;Fish Bowl;3;4;1;2
2018;September;9;MM;St Maarten;Fish Bowl;3;4;1.5;7
2018;September;9;MM;St Maarten;Fish Bowl;3;4;2;5
2018;September;9;MM;St Maarten;Fish Bowl;3;4;1;7
2018;September;9;MM;St Maarten;Fish Bowl;3;5;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;5;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;5;1;5
2018;September;9;MM;St Maarten;Fish Bowl;3;5;1;5
2018;September;18;MM;St Maarten;Frenchman Reef;1;1;6;10
2018;September;18;MM;St Maarten;Frenchman Reef;1;1;3;8
2018;September;18;MM;St Maarten;Frenchman Reef;1;1;3;12
2018;September;18;MM;St Maarten;Frenchman Reef;1;1;2;13
2018;September;18;MM;St Maarten;Frenchman Reef;1;2;4;9
2018;September;18;MM;St Maarten;Frenchman Reef;1;2;3;10
2018;September;18;MM;St Maarten;Frenchman Reef;1;2;2;8
2018;September;18;MM;St Maarten;Frenchman Reef;1;2;4;7
2018;September;18;MM;St Maarten;Frenchman Reef;1;3;3;6
2018;September;18;MM;St Maarten;Frenchman Reef;1;3;3;7
2018;September;18;MM;St Maarten;Frenchman Reef;1;3;5;7
2018;September;18;MM;St Maarten;Frenchman Reef;1;3;4;6
2018;September;18;MM;St Maarten;Frenchman Reef;1;4;2;20
2018;September;18;MM;St Maarten;Frenchman Reef;1;4;3;10
2018;September;18;MM;St Maarten;Frenchman Reef;1;4;2;7
2018;September;18;MM;St Maarten;Frenchman Reef;1;4;2;10
2018;September;18;MM;St Maarten;Frenchman Reef;1;5;4;12
2018;September;18;MM;St Maarten;Frenchman Reef;1;5;2;12
2018;September;18;MM;St Maarten;Frenchman Reef;1;5;4;10
2018;September;18;MM;St Maarten;Frenchman Reef;1;5;3;12
2018;September;18;MM;St Maarten;Frenchman Reef;2;1;4;5
2018;September;18;MM;St Maarten;Frenchman Reef;2;1;4;10
2018;September;18;MM;St Maarten;Frenchman Reef;2;1;2;7
2018;September;18;MM;St Maarten;Frenchman Reef;2;1;2;7
2018;September;18;MM;St Maarten;Frenchman Reef;2;2;2;13
2018;September;18;MM;St Maarten;Frenchman Reef;2;2;2;18
2018;September;18;MM;St Maarten;Frenchman Reef;2;2;3;14
2018;September;18;MM;St Maarten;Frenchman Reef;2;2;2;10
2018;September;18;MM;St Maarten;Frenchman Reef;2;3;3;6
2018;September;18;MM;St Maarten;Frenchman Reef;2;3;2;6
2018;September;18;MM;St Maarten;Frenchman Reef;2;3;6;3
2018;September;18;MM;St Maarten;Frenchman Reef;2;3;2;3
2018;September;18;MM;St Maarten;Frenchman Reef;2;4;2;5
2018;September;18;MM;St Maarten;Frenchman Reef;2;4;2;5
2018;September;18;MM;St Maarten;Frenchman Reef;2;4;3;5
2018;September;18;MM;St Maarten;Frenchman Reef;2;4;3;10
2018;September;18;MM;St Maarten;Frenchman Reef;2;5;4;12
2018;September;18;MM;St Maarten;Frenchman Reef;2;5;5;6
2018;September;18;MM;St Maarten;Frenchman Reef;2;5;3;10
2018;September;18;MM;St Maarten;Frenchman Reef;2;5;2;7
2018;September;18;MM;St Maarten;Frenchman Reef;3;1;3;14
2018;September;18;MM;St Maarten;Frenchman Reef;3;1;2;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;1;3;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;1;1;10
2018;September;18;MM;St Maarten;Frenchman Reef;3;2;3;10
2018;September;18;MM;St Maarten;Frenchman Reef;3;2;2;10
2018;September;18;MM;St Maarten;Frenchman Reef;3;2;2;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;2;2;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;3;4;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;3;3;5
2018;September;18;MM;St Maarten;Frenchman Reef;3;3;3;8
2018;September;18;MM;St Maarten;Frenchman Reef;3;3;2;8
2018;September;18;MM;St Maarten;Frenchman Reef;3;4;4;15
2018;September;18;MM;St Maarten;Frenchman Reef;3;4;2;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;4;1;15
2018;September;18;MM;St Maarten;Frenchman Reef;3;4;0;18
2018;September;18;MM;St Maarten;Frenchman Reef;3;5;3;12
2018;September;18;MM;St Maarten;Frenchman Reef;3;5;3;8
2018;September;18;MM;St Maarten;Frenchman Reef;3;5;3;9
2018;September;18;MM;St Maarten;Frenchman Reef;3;5;0;9
2018;September;19;MM;St Maarten;Long Bay Reef;1;1;2;12
2018;September;19;MM;St Maarten;Long Bay Reef;1;1;0;11
2018;September;19;MM;St Maarten;Long Bay Reef;1;1;1.5;15
2018;September;19;MM;St Maarten;Long Bay Reef;1;1;2.5;16
2018;September;19;MM;St Maarten;Long Bay Reef;1;2;1.5;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;2;3;18
2018;September;19;MM;St Maarten;Long Bay Reef;1;2;3;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;2;1;15
2018;September;19;MM;St Maarten;Long Bay Reef;1;3;3;5
2018;September;19;MM;St Maarten;Long Bay Reef;1;3;1;2
2018;September;19;MM;St Maarten;Long Bay Reef;1;3;2;12
2018;September;19;MM;St Maarten;Long Bay Reef;1;3;2;15
2018;September;19;MM;St Maarten;Long Bay Reef;1;4;1;8
2018;September;19;MM;St Maarten;Long Bay Reef;1;4;2;8
2018;September;19;MM;St Maarten;Long Bay Reef;1;4;2.5;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;4;4;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;5;1;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;5;1;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;5;3;10
2018;September;19;MM;St Maarten;Long Bay Reef;1;5;2.5;7
2018;September;19;MM;St Maarten;Long Bay Reef;2;1;3;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;1;2;15
2018;September;19;MM;St Maarten;Long Bay Reef;2;1;3;8
2018;September;19;MM;St Maarten;Long Bay Reef;2;1;2;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;2;2;8
2018;September;19;MM;St Maarten;Long Bay Reef;2;2;4;4
2018;September;19;MM;St Maarten;Long Bay Reef;2;2;2;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;2;2;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;3;2.5;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;3;4;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;3;1;11
2018;September;19;MM;St Maarten;Long Bay Reef;2;3;1;9
2018;September;19;MM;St Maarten;Long Bay Reef;2;4;3;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;4;2;12
2018;September;19;MM;St Maarten;Long Bay Reef;2;4;3;12
2018;September;19;MM;St Maarten;Long Bay Reef;2;4;2.5;10
2018;September;19;MM;St Maarten;Long Bay Reef;2;5;2;12
2018;September;19;MM;St Maarten;Long Bay Reef;2;5;2.5;16
2018;September;19;MM;St Maarten;Long Bay Reef;2;5;3;7
2018;September;19;MM;St Maarten;Long Bay Reef;2;5;2;5
2018;September;19;MM;St Maarten;Long Bay Reef;3;1;1.5;5
2018;September;19;MM;St Maarten;Long Bay Reef;3;1;1;7
2018;September;19;MM;St Maarten;Long Bay Reef;3;1;2;5
2018;September;19;MM;St Maarten;Long Bay Reef;3;1;3;3
2018;September;19;MM;St Maarten;Long Bay Reef;3;2;1.5;10
2018;September;19;MM;St Maarten;Long Bay Reef;3;2;1;2
2018;September;19;MM;St Maarten;Long Bay Reef;3;2;2;8
2018;September;19;MM;St Maarten;Long Bay Reef;3;2;1;10
2018;September;19;MM;St Maarten;Long Bay Reef;3;3;1;2
2018;September;19;MM;St Maarten;Long Bay Reef;3;3;1;8
2018;September;19;MM;St Maarten;Long Bay Reef;3;3;3;2
2018;September;19;MM;St Maarten;Long Bay Reef;3;3;1;3
2018;September;19;MM;St Maarten;Long Bay Reef;3;4;2;8
2018;September;19;MM;St Maarten;Long Bay Reef;3;4;3;12
2018;September;19;MM;St Maarten;Long Bay Reef;3;4;1;9
2018;September;19;MM;St Maarten;Long Bay Reef;3;4;3;6
2018;September;19;MM;St Maarten;Long Bay Reef;3;5;0.5;9
2018;September;19;MM;St Maarten;Long Bay Reef;3;5;0.5;4
2018;September;19;MM;St Maarten;Long Bay Reef;3;5;0;2
2018;September;19;MM;St Maarten;Long Bay Reef;3;5;0;2
2018;November;6;MM;St Maarten;Proselyte Reef;1;1;1.5;13
2018;November;6;MM;St Maarten;Proselyte Reef;1;1;0;7
2018;November;6;MM;St Maarten;Proselyte Reef;1;1;1.5;11
2018;November;6;MM;St Maarten;Proselyte Reef;1;1;1;0
2018;November;6;MM;St Maarten;Proselyte Reef;1;2;1;3
2018;November;6;MM;St Maarten;Proselyte Reef;1;2;1;3
2018;November;6;MM;St Maarten;Proselyte Reef;1;2;1;3
2018;November;6;MM;St Maarten;Proselyte Reef;1;2;2;4
2018;November;6;MM;St Maarten;Proselyte Reef;1;3;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;1;3;1;9
2018;November;6;MM;St Maarten;Proselyte Reef;1;3;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;1;3;0;6
2018;November;6;MM;St Maarten;Proselyte Reef;1;4;1;8
2018;November;6;MM;St Maarten;Proselyte Reef;1;4;1;3
2018;November;6;MM;St Maarten;Proselyte Reef;1;4;0.5;2
2018;November;6;MM;St Maarten;Proselyte Reef;1;4;0.5;7
2018;November;6;MM;St Maarten;Proselyte Reef;1;5;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;1;5;1;8
2018;November;6;MM;St Maarten;Proselyte Reef;1;5;1;10
2018;November;6;MM;St Maarten;Proselyte Reef;1;5;1;7
2018;November;6;MM;St Maarten;Proselyte Reef;2;1;0.5;3
2018;November;6;MM;St Maarten;Proselyte Reef;2;1;0.5;2
2018;November;6;MM;St Maarten;Proselyte Reef;2;1;0.5;3
2018;November;6;MM;St Maarten;Proselyte Reef;2;1;0.5;2
2018;November;6;MM;St Maarten;Proselyte Reef;2;2;2;10
2018;November;6;MM;St Maarten;Proselyte Reef;2;2;2;10
2018;November;6;MM;St Maarten;Proselyte Reef;2;2;0;15
2018;November;6;MM;St Maarten;Proselyte Reef;2;2;1;13
2018;November;6;MM;St Maarten;Proselyte Reef;2;3;1.5;7
2018;November;6;MM;St Maarten;Proselyte Reef;2;3;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;2;3;1.5;7
2018;November;6;MM;St Maarten;Proselyte Reef;2;3;0.5;12
2018;November;6;MM;St Maarten;Proselyte Reef;2;4;2;7
2018;November;6;MM;St Maarten;Proselyte Reef;2;4;1;4
2018;November;6;MM;St Maarten;Proselyte Reef;2;4;2;5
2018;November;6;MM;St Maarten;Proselyte Reef;2;4;1;2
2018;November;6;MM;St Maarten;Proselyte Reef;2;5;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;2;5;1.5;10
2018;November;6;MM;St Maarten;Proselyte Reef;2;5;2;5
2018;November;6;MM;St Maarten;Proselyte Reef;2;5;1;3
2018;November;6;MM;St Maarten;Proselyte Reef;3;1;1;2
2018;November;6;MM;St Maarten;Proselyte Reef;3;1;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;1;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;1;0.5;3
2018;November;6;MM;St Maarten;Proselyte Reef;3;2;0.5;2
2018;November;6;MM;St Maarten;Proselyte Reef;3;2;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;2;0.5;12
2018;November;6;MM;St Maarten;Proselyte Reef;3;2;0;2
2018;November;6;MM;St Maarten;Proselyte Reef;3;3;0;2
2018;November;6;MM;St Maarten;Proselyte Reef;3;3;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;3;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;3;0.5;4
2018;November;6;MM;St Maarten;Proselyte Reef;3;4;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;4;1;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;4;0.5;5
2018;November;6;MM;St Maarten;Proselyte Reef;3;4;2;7
2018;November;6;MM;St Maarten;Proselyte Reef;3;5;1.5;7
2018;November;6;MM;St Maarten;Proselyte Reef;3;5;0;7
2018;November;6;MM;St Maarten;Proselyte Reef;3;5;1;7
2018;November;6;MM;St Maarten;Proselyte Reef;3;5;1;7
2019;August;19;MM;St Maarten;Moonscape;1;1;4;10
2019;August;19;MM;St Maarten;Moonscape;1;1;2;7
2019;August;19;MM;St Maarten;Moonscape;1;1;4;10
2019;August;19;MM;St Maarten;Moonscape;1;1;4;7
2019;August;19;MM;St Maarten;Moonscape;1;2;3;7
2019;August;19;MM;St Maarten;Moonscape;1;2;2;10
2019;August;19;MM;St Maarten;Moonscape;1;2;5;10
2019;August;19;MM;St Maarten;Moonscape;1;2;1;10
2019;August;19;MM;St Maarten;Moonscape;1;3;1.5;5
2019;August;19;MM;St Maarten;Moonscape;1;3;2;5
2019;August;19;MM;St Maarten;Moonscape;1;3;1;3
2019;August;19;MM;St Maarten;Moonscape;1;3;2;7
2019;August;19;MM;St Maarten;Moonscape;1;4;2;10
2019;August;19;MM;St Maarten;Moonscape;1;4;3;12
2019;August;19;MM;St Maarten;Moonscape;1;4;4;7
2019;August;19;MM;St Maarten;Moonscape;1;4;2;7
2019;August;19;MM;St Maarten;Moonscape;1;5;3.5;5
2019;August;19;MM;St Maarten;Moonscape;1;5;1.5;10
2019;August;19;MM;St Maarten;Moonscape;1;5;3;7
2019;August;19;MM;St Maarten;Moonscape;1;5;4;7
2019;August;19;MM;St Maarten;Moonscape;2;1;2.5;10
2019;August;19;MM;St Maarten;Moonscape;2;1;5;10
2019;August;19;MM;St Maarten;Moonscape;2;1;2;15
2019;August;19;MM;St Maarten;Moonscape;2;1;2.5;7
2019;August;19;MM;St Maarten;Moonscape;2;2;1;7
2019;August;19;MM;St Maarten;Moonscape;2;2;0;10
